ID,Site,Rep,Lat,Long,Elevation,Gradient,Microsite,Nutrient,SMC,Phac,Pla,Sal
154,Tecopa,4,35.85134204,-116.186611,700.893616,7,open,Ambient,8.9,0,0,0
155,Tecopa,5,35.85130398,-116.186551,700.147156,7,shrub,Added,10.7,1,1,5
155,Tecopa,5,35.85130398,-116.186551,700.147156,7,open,Added,8.6,1,2,7
156,Tecopa,6,35.85127297,-116.186618,699.680603,7,shrub,Ambient,9.5,8,0,9
156,Tecopa,6,35.85127297,-116.186618,699.680603,7,open,Ambient,7.8,8,0,1
157,Tecopa,7,35.85121002,-116.186577,700.753601,7,shrub,Added,9.6,1,0,15
157,Tecopa,7,35.85121002,-116.186577,700.753601,7,open,Added,7.2,1,0,0
158,Tecopa,8,35.851178,-116.186536,700.92157,7,shrub,Ambient,7.7,0,0,6
158,Tecopa,8,35.851178,-116.186536,700.92157,7,open,Ambient,9.2,0,0,3
159,Tecopa,9,35.85116702,-116.186409,702.209229,7,shrub,Added,8.4,0,1,0
159,Tecopa,9,35.85116702,-116.186409,702.209229,7,open,Added,8.8,1,1,5
160,Tecopa,10,35.85126501,-116.186258,702.965027,7,shrub,Ambient,7.7,0,0,8
160,Tecopa,10,35.85126501,-116.186258,702.965027,7,open,Ambient,9.8,0,0,0
161,Tecopa,11,35.85122896,-116.186248,702.806396,7,shrub,Added,9,1,0,3
161,Tecopa,11,35.85122896,-116.186248,702.806396,7,open,Added,6.6,0,0,7
162,Tecopa,12,35.85118303,-116.186279,704.103333,7,shrub,Ambient,8.1,0,0,1
162,Tecopa,12,35.85118303,-116.186279,704.103333,7,open,Ambient,5.2,1,0,2
163,Tecopa,13,35.85115202,-116.186355,704.373962,7,shrub,Added,6.4,0,0,0
163,Tecopa,13,35.85115202,-116.186355,704.373962,7,open,Added,7.6,4,0,0
164,Tecopa,14,35.85107901,-116.186469,705.465637,7,shrub,Ambient,3.2,0,5,8
164,Tecopa,14,35.85107901,-116.186469,705.465637,7,open,Ambient,10.2,3,0,3
165,Tecopa,15,35.85107801,-116.186557,705.017761,7,shrub,Added,6.6,0,0,1
165,Tecopa,15,35.85107801,-116.186557,705.017761,7,open,Added,7,4,0,3
166,Tecopa,16,35.85101699,-116.186626,706.52002,7,shrub,Ambient,6.9,4,0,7
166,Tecopa,16,35.85101699,-116.186626,706.52002,7,open,Ambient,5.2,0,2,3
167,Tecopa,17,35.85115504,-116.186732,706.641296,7,shrub,Added,8.5,1,0,5
167,Tecopa,17,35.85115504,-116.186732,706.641296,7,open,Added,7,0,0,3
168,Tecopa,18,35.85123399,-116.186729,707.593018,7,shrub,Ambient,7.2,1,0,1
168,Tecopa,18,35.85123399,-116.186729,707.593018,7,open,Ambient,10.5,1,0,0
169,Tecopa,19,35.851236,-116.186802,707.658325,7,shrub,Added,8.3,1,1,3
169,Tecopa,19,35.851236,-116.186802,707.658325,7,open,Added,4.6,0,3,5
170,Tecopa,20,35.85130499,-116.186857,445.727142,7,shrub,Ambient,7.8,0,0,6
170,Tecopa,20,35.85130499,-116.186857,445.727142,7,open,Ambient,3,8,0,5
171,Tecopa,21,35.85133298,-116.186796,446.249664,7,shrub,Added,8.7,0,0,5
171,Tecopa,21,35.85133298,-116.186796,446.249664,7,open,Added,5.7,0,0,1
172,Tecopa,22,35.85139702,-116.186855,447.173401,7,shrub,Ambient,7.2,1,0,0
172,Tecopa,22,35.85139702,-116.186855,447.173401,7,open,Ambient,8.8,0,0,3
173,Tecopa,23,35.85144698,-116.186894,447.453339,7,shrub,Added,6.8,1,0,1
173,Tecopa,23,35.85144698,-116.186894,447.453339,7,open,Added,9.1,0,1,0
174,Tecopa,24,35.85145896,-116.186836,448.768951,7,shrub,Ambient,8.6,0,0,5
174,Tecopa,24,35.85145896,-116.186836,448.768951,7,open,Ambient,8,0,0,0
175,Tecopa,25,35.85150297,-116.186831,448.712982,7,shrub,Added,8.2,0,0,3
175,Tecopa,25,35.85150297,-116.186831,448.712982,7,open,Added,6.2,0,0,3
176,Tecopa,26,35.85151898,-116.186943,449.011566,7,shrub,Ambient,6.7,0,0,12
176,Tecopa,26,35.85151898,-116.186943,449.011566,7,open,Ambient,6.8,2,0,2
177,Tecopa,27,35.85147103,-116.186939,447.863892,7,shrub,Added,7.2,3,0,5
177,Tecopa,27,35.85147103,-116.186939,447.863892,7,open,Added,8,1,0,6
178,Tecopa,28,35.85152702,-116.186952,449.020874,7,shrub,Ambient,8,0,0,4
178,Tecopa,28,35.85152702,-116.186952,449.020874,7,open,Ambient,7.4,0,0,1
179,Tecopa,29,35.85167698,-116.187015,448.918243,7,shrub,Added,8.2,5,0,1
179,Tecopa,29,35.85167698,-116.187015,448.918243,7,open,Added,8.7,0,0,2
180,Tecopa,30,35.85101,-116.18721,449.020874,7,shrub,Ambient,6.8,0,0,4
180,Tecopa,30,35.85101,-116.18721,449.020874,7,open,Ambient,5.5,2,0,3
181,TejonRanch,1,34.875994,-118.60246,1118.022,3,shrub,Added,7.2,0,0,0
181,TejonRanch,1,34.875994,-118.60246,1118.022,3,open,Added,7.6,0,0,0
182,TejonRanch,2,34.875953,-118.602484,1118.05,3,shrub,Ambient,4.7,2,3,3
182,TejonRanch,2,34.875953,-118.602484,1118.05,3,open,Ambient,8.3,0,0,2
183,TejonRanch,3,34.875926,-118.602516,1117.63,3,shrub,Added,7.6,0,0,2
183,TejonRanch,3,34.875926,-118.602516,1117.63,3,open,Added,7.8,0,0,1
184,TejonRanch,4,34.875925,-118.602469,1117.509,3,shrub,Ambient,10.5,1,0,2
184,TejonRanch,4,34.875925,-118.602469,1117.509,3,open,Ambient,9.2,0,0,4
185,TejonRanch,5,34.875889,-118.602501,1117.434,3,shrub,Added,6.4,2,0,3
185,TejonRanch,5,34.875889,-118.602501,1117.434,3,open,Added,6,2,0,2
186,TejonRanch,6,34.875843,-118.602494,1117.341,3,shrub,Ambient,5.6,0,2,10
186,TejonRanch,6,34.875843,-118.602494,1117.341,3,open,Ambient,5.1,0,0,1
187,TejonRanch,7,34.875829,-118.602447,1117.201,3,shrub,Added,8.9,0,0,2
187,TejonRanch,7,34.875829,-118.602447,1117.201,3,open,Added,5.4,0,4,5
188,TejonRanch,8,34.875822,-118.602389,1116.511,3,shrub,Ambient,6.7,0,0,2
188,TejonRanch,8,34.875822,-118.602389,1116.511,3,open,Ambient,7.7,0,0,0
189,TejonRanch,9,34.875737,-118.602331,1115.802,3,shrub,Added,7.2,1,3,7
189,TejonRanch,9,34.875737,-118.602331,1115.802,3,open,Added,4.9,0,0,0
190,TejonRanch,10,34.87552,-118.602249,1114.514,3,shrub,Ambient,10.8,0,0,2
190,TejonRanch,10,34.87552,-118.602249,1114.514,3,open,Ambient,3.8,0,0,1
191,TejonRanch,11,34.876,-118.602661,1116.371,3,shrub,Added,10.5,0,0,5
191,TejonRanch,11,34.876,-118.602661,1116.371,3,open,Added,9,0,0,3
192,TejonRanch,12,34.876069,-118.60274,1116.949,3,shrub,Ambient,5.8,0,0,5
192,TejonRanch,12,34.876069,-118.60274,1116.949,3,open,Ambient,7.1,0,0,0
193,TejonRanch,13,34.876045,-118.602807,1117.434,3,shrub,Added,6.6,0,0,1
193,TejonRanch,13,34.876045,-118.602807,1117.434,3,open,Added,7.1,0,0,1
194,TejonRanch,14,34.876075,-118.602828,1117.63,3,shrub,Ambient,9.7,2,0,1
194,TejonRanch,14,34.876075,-118.602828,1117.63,3,open,Ambient,7.3,2,0,5
195,TejonRanch,15,34.876118,-118.60265,1117.164,3,shrub,Added,7.4,0,0,1
195,TejonRanch,15,34.876118,-118.60265,1117.164,3,open,Added,9.5,0,0,2
196,TejonRanch,16,34.876185,-118.602667,1117.714,3,shrub,Ambient,7.9,0,0,2
196,TejonRanch,16,34.876185,-118.602667,1117.714,3,open,Ambient,9.2,0,0,1
197,TejonRanch,17,34.876193,-118.602592,1117.742,3,shrub,Added,9,1,0,4
197,TejonRanch,17,34.876193,-118.602592,1117.742,3,open,Added,8.1,0,1,1
198,TejonRanch,18,34.876192,-118.602608,1118.209,3,shrub,Ambient,8.4,2,0,2
198,TejonRanch,18,34.876192,-118.602608,1118.209,3,open,Ambient,5.6,0,0,8
199,TejonRanch,19,34.876198,-118.602597,1118.088,3,shrub,Added,4,0,0,6
199,TejonRanch,19,34.876198,-118.602597,1118.088,3,open,Added,7.6,3,0,0
200,TejonRanch,20,34.876057,-118.602588,1117.556,3,shrub,Ambient,7.8,0,2,4
200,TejonRanch,20,34.876057,-118.602588,1117.556,3,open,Ambient,9,0,2,0
201,TejonRanch,21,34.87645998,-118.601776,1117.760864,3,shrub,Added,8.8,2,2,0
201,TejonRanch,21,34.87645998,-118.601776,1117.760864,3,open,Added,7.5,1,0,12
202,TejonRanch,22,34.87641103,-118.601735,1116.650513,3,shrub,Ambient,7.5,0,0,1
202,TejonRanch,22,34.87641103,-118.601735,1116.650513,3,open,Ambient,9,0,0,1
203,TejonRanch,23,34.87638102,-118.601754,1117.145142,3,shrub,Added,5.4,0,0,0
203,TejonRanch,23,34.87638102,-118.601754,1117.145142,3,open,Added,8.4,0,0,0
204,TejonRanch,24,34.87638697,-118.601762,1117.396973,3,shrub,Ambient,5.6,0,0,1
204,TejonRanch,24,34.87638697,-118.601762,1117.396973,3,open,Ambient,8.4,0,2,2
205,TejonRanch,25,34.87639803,-118.601776,1117.182373,3,shrub,Added,8.3,0,0,1
205,TejonRanch,25,34.87639803,-118.601776,1117.182373,3,open,Added,9,0,0,2
206,TejonRanch,26,34.87632503,-118.601904,1115.866821,3,shrub,Ambient,10.2,0,0,3
206,TejonRanch,26,34.87632503,-118.601904,1115.866821,3,open,Ambient,6.6,0,0,0
207,TejonRanch,27,34.87628102,-118.601907,1116.753174,3,shrub,Added,8.5,0,0,0
207,TejonRanch,27,34.87628102,-118.601907,1116.753174,3,open,Added,5,0,0,0
208,TejonRanch,28,34.87624599,-118.601965,1116.463989,3,shrub,Ambient,10.6,0,3,1
208,TejonRanch,28,34.87624599,-118.601965,1116.463989,3,open,Ambient,10,0,2,10
209,TejonRanch,29,34.87626501,-118.602047,1116.547974,3,shrub,Added,10.8,3,0,3
209,TejonRanch,29,34.87626501,-118.602047,1116.547974,3,open,Added,11.2,0,0,2
210,TejonRanch,30,34.87623299,-118.602041,1117.229004,3,shrub,Ambient,7.4,3,0,1
210,TejonRanch,30,34.87623299,-118.602041,1117.229004,3,open,Ambient,9,0,0,6
