From,To,Strength
B.diandrus,C.brevipes,-0.014229551
B.diandrus,L.decorus,-0.009309791
B.diandrus,P.insularis,-0.026327322
B.diandrus,M.glabrata,-0.020870397
B.diandrus,C.fremontii,-0.029140559
B.diandrus,C.intermedia,-0.021098775
B.diandrus,M.bellioides,-0.008826815
B.diandrus,B.nigra,-0.014229452
B.diandrus,E.wallacei,-0.014853265
B.diandrus,N.demissum,-0.008826815
B.diandrus,L.gracilis,0.00619692
B.diandrus,A.tessellata,0.238055583
B.diandrus,A.grandiflora,-0.007775215
B.diandrus,O.deltoides,-0.00292825
B.diandrus,Boraginaceae.sp.,-0.00719413
B.diandrus,P.secunda,-0.005866981
B.diandrus,E.glyptosperma,-0.009309839
B.diandrus,B.diandrus,1
B.diandrus,M.affinis,0.116507428
B.diandrus,L.sparsiflorus,-0.008317002
B.diandrus,C.cheiranthifolia,-0.005866977
B.diandrus,P.crenulata,-0.004143638
B.diandrus,S.columbariae,-0.005077924
B.diandrus,Erinoginum.spp,-0.007194161
B.diandrus,E.nitidum,-0.012189476
B.diandrus,R.neomexicana,-0.004143641
B.diandrus,C.lasiophyllus,-0.004143638
M.affinis,B.rubens,0.132450831
M.affinis,E.cicutarium,0.027611128
M.affinis,A.wrangelianus,-0.016554052
M.affinis,S.barbatus,0.041928009
M.affinis,C.barbigera,-0.06584388
M.affinis,C.claviformis,-0.027393309
M.affinis,A.lentiginosus,-0.014995763
M.affinis,L.arizonicus,-0.01198742
M.affinis,C.rigida,-0.014441536
M.affinis,H.vulgare,-0.007967699
M.affinis,P.tanacetifolia,-0.022163125
M.affinis,Pectocarya.spp,-0.030170835
M.affinis,M.lanceolata,-0.003976733
M.affinis,D.capitatum,-0.010559194
M.affinis,C.brevipes,-0.019324558
M.affinis,L.decorus,-0.012643238
M.affinis,P.insularis,-0.035754034
M.affinis,M.glabrata,-0.028343213
M.affinis,C.fremontii,-0.039574574
M.affinis,C.intermedia,0.107168238
M.affinis,M.bellioides,-0.011987328
M.affinis,B.nigra,-0.019324423
M.affinis,E.wallacei,-0.020171598
M.affinis,N.demissum,-0.011987328
M.affinis,L.gracilis,0.065896431
M.affinis,A.tessellata,0.103482168
M.affinis,A.grandiflora,-0.010559194
M.affinis,O.deltoides,-0.003976733
M.affinis,Boraginaceae.sp.,-0.009770047
M.affinis,P.secunda,-0.007967702
M.affinis,E.glyptosperma,-0.012643303
M.affinis,B.diandrus,0.116507428
M.affinis,M.affinis,1
M.affinis,L.sparsiflorus,-0.011294973
M.affinis,C.cheiranthifolia,-0.007967696
M.affinis,P.crenulata,-0.005627301
M.affinis,S.columbariae,-0.006896116
M.affinis,Erinoginum.spp,-0.009770089
M.affinis,E.nitidum,-0.016554017
M.affinis,R.neomexicana,-0.005627305
M.affinis,C.lasiophyllus,-0.005627301
L.sparsiflorus,B.rubens,-0.039068577
L.sparsiflorus,E.cicutarium,-0.06087196
L.sparsiflorus,A.wrangelianus,-0.014092064
L.sparsiflorus,S.barbatus,-0.044513598
L.sparsiflorus,C.barbigera,0.031937366
L.sparsiflorus,C.claviformis,-0.02331926
L.sparsiflorus,A.lentiginosus,-0.01276553
L.sparsiflorus,L.arizonicus,-0.0102046
L.sparsiflorus,C.rigida,-0.01229373
L.sparsiflorus,H.vulgare,-0.006782709
L.sparsiflorus,P.tanacetifolia,-0.018866932
L.sparsiflorus,Pectocarya.spp,-0.025683701
L.sparsiflorus,M.lanceolata,-0.003385297
L.sparsiflorus,D.capitatum,-0.008988786
L.sparsiflorus,C.brevipes,-0.016450528
L.sparsiflorus,L.decorus,-0.010762883
L.sparsiflorus,P.insularis,-0.030436543
L.sparsiflorus,M.glabrata,0.084828506
L.sparsiflorus,C.fremontii,0.127850551
L.sparsiflorus,C.intermedia,-0.024391915
L.sparsiflorus,M.bellioides,-0.010204522
L.sparsiflorus,B.nigra,-0.016450413
L.sparsiflorus,E.wallacei,-0.017171593
L.sparsiflorus,N.demissum,-0.010204522
L.sparsiflorus,L.gracilis,-0.038525184
L.sparsiflorus,A.tessellata,-0.016814484
L.sparsiflorus,A.grandiflora,-0.008988786
L.sparsiflorus,O.deltoides,-0.003385297
L.sparsiflorus,Boraginaceae.sp.,-0.008317004
L.sparsiflorus,P.secunda,-0.006782712
L.sparsiflorus,E.glyptosperma,-0.010762938
L.sparsiflorus,B.diandrus,-0.008317002
L.sparsiflorus,M.affinis,-0.011294973
L.sparsiflorus,L.sparsiflorus,1
L.sparsiflorus,C.cheiranthifolia,-0.006782707
L.sparsiflorus,P.crenulata,-0.004790385
L.sparsiflorus,S.columbariae,-0.005870496
L.sparsiflorus,Erinoginum.spp,-0.00831704
L.sparsiflorus,E.nitidum,0.073460648
L.sparsiflorus,R.neomexicana,-0.004790388
L.sparsiflorus,C.lasiophyllus,-0.004790385
C.cheiranthifolia,B.rubens,0.004459694
C.cheiranthifolia,E.cicutarium,0.019612429
C.cheiranthifolia,A.wrangelianus,-0.009940819
C.cheiranthifolia,S.barbatus,0.095461605
C.cheiranthifolia,C.barbigera,-0.039539691
C.cheiranthifolia,C.claviformis,-0.016449865
C.cheiranthifolia,A.lentiginosus,-0.009005056
C.cheiranthifolia,L.arizonicus,-0.007198526
C.cheiranthifolia,C.rigida,-0.008672239
C.cheiranthifolia,H.vulgare,-0.004784657
C.cheiranthifolia,P.tanacetifolia,-0.013309105
C.cheiranthifolia,Pectocarya.spp,-0.018117788
C.cheiranthifolia,M.lanceolata,-0.002388055
C.cheiranthifolia,D.capitatum,-0.006340867
C.cheiranthifolia,C.brevipes,-0.011604526
C.cheiranthifolia,L.decorus,-0.007592349
C.cheiranthifolia,P.insularis,-0.021470537
C.cheiranthifolia,M.glabrata,-0.017020289
C.cheiranthifolia,C.fremontii,-0.023764797
C.cheiranthifolia,C.intermedia,0.060842415
C.cheiranthifolia,M.bellioides,-0.007198471
C.cheiranthifolia,B.nigra,-0.011604445
C.cheiranthifolia,E.wallacei,-0.01211318
C.cheiranthifolia,N.demissum,-0.007198471
C.cheiranthifolia,L.gracilis,0.0192247
C.cheiranthifolia,A.tessellata,-0.011861268
C.cheiranthifolia,A.grandiflora,-0.006340867
C.cheiranthifolia,O.deltoides,-0.002388055
C.cheiranthifolia,Boraginaceae.sp.,-0.005866979
C.cheiranthifolia,P.secunda,-0.004784658
C.cheiranthifolia,E.glyptosperma,-0.007592388
C.cheiranthifolia,B.diandrus,-0.005866977
C.cheiranthifolia,M.affinis,-0.007967696
C.cheiranthifolia,L.sparsiflorus,-0.006782707
C.cheiranthifolia,C.cheiranthifolia,1
C.cheiranthifolia,P.crenulata,-0.003379232
C.cheiranthifolia,S.columbariae,-0.004141164
C.cheiranthifolia,Erinoginum.spp,-0.005867004
C.cheiranthifolia,E.nitidum,-0.009940798
C.cheiranthifolia,R.neomexicana,-0.003379234
C.cheiranthifolia,C.lasiophyllus,-0.003379232
P.crenulata,B.rubens,-0.03436255
P.crenulata,E.cicutarium,-0.030327194
P.crenulata,A.wrangelianus,-0.007020848
P.crenulata,S.barbatus,-0.039631034
P.crenulata,C.barbigera,-0.027925479
P.crenulata,C.claviformis,-0.011617956
P.crenulata,A.lentiginosus,-0.006359951
P.crenulata,L.arizonicus,-0.005084063
P.crenulata,C.rigida,-0.006124895
P.crenulata,H.vulgare,-0.003379233
P.crenulata,P.tanacetifolia,-0.009399748
P.crenulata,Pectocarya.spp,-0.01279595
P.crenulata,M.lanceolata,-0.001686598
P.crenulata,D.capitatum,-0.004478329
P.crenulata,C.brevipes,-0.008195865
P.crenulata,L.decorus,0.218511196
P.crenulata,P.insularis,-0.015163878
P.crenulata,M.glabrata,0.094540277
P.crenulata,C.fremontii,0.149354522
P.crenulata,C.intermedia,-0.012152366
P.crenulata,M.bellioides,-0.005084024
P.crenulata,B.nigra,-0.008195808
P.crenulata,E.wallacei,0.132777933
P.crenulata,N.demissum,-0.005084024
P.crenulata,L.gracilis,-0.019193743
P.crenulata,A.tessellata,-0.008377192
P.crenulata,A.grandiflora,-0.004478329
P.crenulata,O.deltoides,-0.001686598
P.crenulata,Boraginaceae.sp.,-0.004143639
P.crenulata,P.secunda,-0.003379234
P.crenulata,E.glyptosperma,0.219045994
P.crenulata,B.diandrus,-0.004143638
P.crenulata,M.affinis,-0.005627301
P.crenulata,L.sparsiflorus,-0.004790385
P.crenulata,C.cheiranthifolia,-0.003379232
P.crenulata,P.crenulata,1
P.crenulata,S.columbariae,0.40800473
P.crenulata,Erinoginum.spp,-0.004143656
P.crenulata,E.nitidum,-0.007020833
P.crenulata,R.neomexicana,-0.002386633
P.crenulata,C.lasiophyllus,-0.002386631
S.columbariae,B.rubens,-0.04211044
S.columbariae,E.cicutarium,-0.037165213
S.columbariae,A.wrangelianus,-0.008603872
S.columbariae,S.barbatus,-0.02485668
S.columbariae,C.barbigera,0.071131655
S.columbariae,C.claviformis,-0.014237512
S.columbariae,A.lentiginosus,-0.00779396
S.columbariae,L.arizonicus,-0.006230391
S.columbariae,C.rigida,-0.007505904
S.columbariae,H.vulgare,-0.004141165
S.columbariae,P.tanacetifolia,-0.011519155
S.columbariae,Pectocarya.spp,-0.015681115
S.columbariae,M.lanceolata,-0.002066884
S.columbariae,D.capitatum,-0.00548808
S.columbariae,C.brevipes,-0.010043826
S.columbariae,L.decorus,-0.006571249
S.columbariae,P.insularis,-0.01858295
S.columbariae,M.glabrata,0.249093765
S.columbariae,C.fremontii,0.176566873
S.columbariae,C.intermedia,-0.014892419
S.columbariae,M.bellioides,-0.006230344
S.columbariae,B.nigra,-0.010043756
S.columbariae,E.wallacei,-0.01048407
S.columbariae,N.demissum,-0.006230344
S.columbariae,L.gracilis,-0.023521448
S.columbariae,A.tessellata,-0.010266038
S.columbariae,A.grandiflora,-0.00548808
S.columbariae,O.deltoides,-0.002066884
S.columbariae,Boraginaceae.sp.,-0.005077925
S.columbariae,P.secunda,-0.004141167
S.columbariae,E.glyptosperma,0.176984473
S.columbariae,B.diandrus,-0.005077924
S.columbariae,M.affinis,-0.006896116
S.columbariae,L.sparsiflorus,-0.005870496
S.columbariae,C.cheiranthifolia,-0.004141164
S.columbariae,P.crenulata,0.40800473
S.columbariae,S.columbariae,1
S.columbariae,Erinoginum.spp,-0.005077947
S.columbariae,E.nitidum,-0.008603854
S.columbariae,R.neomexicana,-0.002924759
S.columbariae,C.lasiophyllus,-0.002924757
Erinoginum.spp,B.rubens,-0.059660069
Erinoginum.spp,E.cicutarium,-0.052653907
Erinoginum.spp,A.wrangelianus,-0.012189557
Erinoginum.spp,S.barbatus,0.001934438
Erinoginum.spp,C.barbigera,0.051252256
Erinoginum.spp,C.claviformis,-0.02017103
Erinoginum.spp,A.lentiginosus,-0.011042113
Erinoginum.spp,L.arizonicus,-0.008826922
Erinoginum.spp,C.rigida,-0.010634008
Erinoginum.spp,H.vulgare,-0.005867006
Erinoginum.spp,P.tanacetifolia,-0.016319791
Erinoginum.spp,Pectocarya.spp,-0.022216258
Erinoginum.spp,M.lanceolata,-0.002928263
Erinoginum.spp,D.capitatum,-0.00777525
Erinoginum.spp,C.brevipes,-0.014229615
Erinoginum.spp,L.decorus,-0.009309833
Erinoginum.spp,P.insularis,0.075599554
Erinoginum.spp,M.glabrata,0.038192171
Erinoginum.spp,C.fremontii,-0.029140691
Erinoginum.spp,C.intermedia,-0.021098871
Erinoginum.spp,M.bellioides,-0.008826855
Erinoginum.spp,B.nigra,-0.014229516
Erinoginum.spp,E.wallacei,-0.014853332
Erinoginum.spp,N.demissum,-0.008826855
Erinoginum.spp,L.gracilis,-0.03332407
Erinoginum.spp,A.tessellata,-0.014544435
Erinoginum.spp,A.grandiflora,-0.00777525
Erinoginum.spp,O.deltoides,-0.002928263
Erinoginum.spp,Boraginaceae.sp.,-0.007194162
Erinoginum.spp,P.secunda,-0.005867008
Erinoginum.spp,E.glyptosperma,-0.009309882
Erinoginum.spp,B.diandrus,-0.007194161
Erinoginum.spp,M.affinis,-0.009770089
Erinoginum.spp,L.sparsiflorus,-0.00831704
Erinoginum.spp,C.cheiranthifolia,-0.005867004
Erinoginum.spp,P.crenulata,-0.004143656
Erinoginum.spp,S.columbariae,-0.005077947
Erinoginum.spp,Erinoginum.spp,1
Erinoginum.spp,E.nitidum,0.088433425
Erinoginum.spp,R.neomexicana,-0.004143659
Erinoginum.spp,C.lasiophyllus,-0.004143656
E.nitidum,B.rubens,-0.101085449
E.nitidum,E.cicutarium,-0.089214509
E.nitidum,A.wrangelianus,-0.02065346
E.nitidum,S.barbatus,-0.072226808
E.nitidum,C.barbigera,-0.060451341
E.nitidum,C.claviformis,-0.034176924
E.nitidum,A.lentiginosus,-0.018709279
E.nitidum,L.arizonicus,-0.014955957
E.nitidum,C.rigida,-0.018017805
E.nitidum,H.vulgare,-0.009940802
E.nitidum,P.tanacetifolia,-0.02765155
E.nitidum,Pectocarya.spp,0.13793262
E.nitidum,M.lanceolata,-0.004961522
E.nitidum,D.capitatum,-0.013174049
E.nitidum,C.brevipes,0.078375122
E.nitidum,L.decorus,-0.01577418
E.nitidum,P.insularis,0.106628729
E.nitidum,M.glabrata,0.07231527
E.nitidum,C.fremontii,0.281852123
E.nitidum,C.intermedia,0.035195758
E.nitidum,M.bellioides,-0.014955842
E.nitidum,B.nigra,-0.024109878
E.nitidum,E.wallacei,0.075304067
E.nitidum,N.demissum,0.067445822
E.nitidum,L.gracilis,-0.056462867
E.nitidum,A.tessellata,-0.024643463
E.nitidum,A.grandiflora,-0.013174049
E.nitidum,O.deltoides,-0.004961522
E.nitidum,Boraginaceae.sp.,-0.012189479
E.nitidum,P.secunda,-0.009940805
E.nitidum,E.glyptosperma,-0.015774262
E.nitidum,B.diandrus,-0.012189476
E.nitidum,M.affinis,-0.016554017
E.nitidum,L.sparsiflorus,0.073460648
E.nitidum,C.cheiranthifolia,-0.009940798
E.nitidum,P.crenulata,-0.007020833
E.nitidum,S.columbariae,-0.008603854
E.nitidum,Erinoginum.spp,0.088433425
E.nitidum,E.nitidum,1
E.nitidum,R.neomexicana,0.164163704
E.nitidum,C.lasiophyllus,-0.007020833
R.neomexicana,B.rubens,-0.034362574
R.neomexicana,E.cicutarium,-0.030327215
R.neomexicana,A.wrangelianus,-0.007020853
R.neomexicana,S.barbatus,-0.039631063
R.neomexicana,C.barbigera,-0.027925499
R.neomexicana,C.claviformis,-0.011617964
R.neomexicana,A.lentiginosus,-0.006359956
R.neomexicana,L.arizonicus,-0.005084067
R.neomexicana,C.rigida,-0.006124899
R.neomexicana,H.vulgare,-0.003379235
R.neomexicana,P.tanacetifolia,-0.009399755
R.neomexicana,Pectocarya.spp,0.09205982
R.neomexicana,M.lanceolata,-0.0016866
R.neomexicana,D.capitatum,-0.004478332
R.neomexicana,C.brevipes,-0.008195871
R.neomexicana,L.decorus,-0.00536221
R.neomexicana,P.insularis,-0.015163888
R.neomexicana,M.glabrata,-0.012020834
R.neomexicana,C.fremontii,-0.016784244
R.neomexicana,C.intermedia,0.198034104
R.neomexicana,M.bellioides,-0.005084028
R.neomexicana,B.nigra,-0.008195814
R.neomexicana,E.wallacei,-0.008555115
R.neomexicana,N.demissum,-0.005084028
R.neomexicana,L.gracilis,-0.019193756
R.neomexicana,A.tessellata,-0.008377198
R.neomexicana,A.grandiflora,-0.004478332
R.neomexicana,O.deltoides,-0.0016866
R.neomexicana,Boraginaceae.sp.,-0.004143642
R.neomexicana,P.secunda,-0.003379237
R.neomexicana,E.glyptosperma,-0.005362238
R.neomexicana,B.diandrus,-0.004143641
R.neomexicana,M.affinis,-0.005627305
R.neomexicana,L.sparsiflorus,-0.004790388
R.neomexicana,C.cheiranthifolia,-0.003379234
R.neomexicana,P.crenulata,-0.002386633
R.neomexicana,S.columbariae,-0.002924759
R.neomexicana,Erinoginum.spp,-0.004143659
R.neomexicana,E.nitidum,0.164163704
R.neomexicana,R.neomexicana,1
R.neomexicana,C.lasiophyllus,-0.002386633
C.lasiophyllus,B.rubens,-0.03436255
C.lasiophyllus,E.cicutarium,-0.030327194
C.lasiophyllus,A.wrangelianus,-0.007020848
C.lasiophyllus,S.barbatus,0.059839494
C.lasiophyllus,C.barbigera,0.031097662
C.lasiophyllus,C.claviformis,-0.011617956
C.lasiophyllus,A.lentiginosus,-0.006359951
C.lasiophyllus,L.arizonicus,-0.005084063
C.lasiophyllus,C.rigida,-0.006124895
C.lasiophyllus,H.vulgare,-0.003379233
C.lasiophyllus,P.tanacetifolia,-0.009399748
C.lasiophyllus,Pectocarya.spp,-0.01279595
C.lasiophyllus,M.lanceolata,-0.001686598
C.lasiophyllus,D.capitatum,-0.004478329
C.lasiophyllus,C.brevipes,-0.008195865
C.lasiophyllus,L.decorus,-0.005362207
C.lasiophyllus,P.insularis,-0.015163878
C.lasiophyllus,M.glabrata,-0.012020826
C.lasiophyllus,C.fremontii,-0.016784232
C.lasiophyllus,C.intermedia,-0.012152366
C.lasiophyllus,M.bellioides,-0.005084024
C.lasiophyllus,B.nigra,-0.008195808
C.lasiophyllus,E.wallacei,-0.008555109
C.lasiophyllus,N.demissum,-0.005084024
C.lasiophyllus,L.gracilis,-0.019193743
C.lasiophyllus,A.tessellata,-0.008377192
C.lasiophyllus,A.grandiflora,-0.004478329
C.lasiophyllus,O.deltoides,-0.001686598
C.lasiophyllus,Boraginaceae.sp.,-0.004143639
C.lasiophyllus,P.secunda,-0.003379234
C.lasiophyllus,E.glyptosperma,-0.005362234
C.lasiophyllus,B.diandrus,-0.004143638
C.lasiophyllus,M.affinis,-0.005627301
C.lasiophyllus,L.sparsiflorus,-0.004790385
C.lasiophyllus,C.cheiranthifolia,-0.003379232
C.lasiophyllus,P.crenulata,-0.002386631
C.lasiophyllus,S.columbariae,-0.002924757
C.lasiophyllus,Erinoginum.spp,-0.004143656
C.lasiophyllus,E.nitidum,-0.007020833
C.lasiophyllus,R.neomexicana,-0.002386633
C.lasiophyllus,C.lasiophyllus,1
